1.020989590402697 1.0208208885432328,1.022621711417135 4.020997129950636,1.0262159100236168 6.0237949087724525,1.0350888469426813 9.033539291253524,1.0438142374633435 11.044849233540724,1.056110645163542 13.061855893367186,1.0861811819424252 16.105591945258233,1.1189738015934743 18.15672220771463,1.167362631349051 20.238280932285377,1.281503024956438 23.43434775956421,1.3736416521691328 25.58852668707632,1.3500390125412256 28.74648811768129,4.021927601206619 1.0242880450790506,4.024451691065997 4.023142703747869,4.029183573904546 6.024916151909902,4.0390144560278065 9.03319824081924,4.047440070548609 11.044141158317979,4.0585753259769835 13.062363906589944,4.085622420757569 16.11586641901645,4.116417225522212 18.186391025953967,4.165488837187087 20.309550413912074,4.286683480183611 23.644536180927872,4.379364929455353 25.925184099199004,4.390671131154566 29.282191223769352,6.027219857127119 1.0314987509584408,6.034198730751773 4.029691206598133,6.044127585800866 6.0312453864418165,6.061347149421365 9.03881623424969,6.073062662698314 11.050023841943238,6.086446691408078 13.070882529052582,6.117453057000443 16.136761174334282,6.151602026530869 18.225557305190158,6.202521071639967 20.38216279698713,6.312910703112039 23.77466062251564,6.336207175352733 26.07168027920158,6.230129870355557 29.53042943558652,9.04688785744577 1.056642697039933,9.078939583495115 4.059641680613971,9.11713801515305 6.063917743386937,9.175403864851484 9.065667758193943,9.20302328302732 11.071545755334238,9.22470786636752 13.095404804691213,9.270234916205842 16.185248681952213,9.314709800059495 18.29511943337322,9.354456176954255 20.466082764307355,9.325155187515414 23.81830012003726,9.220133272677213 26.03106319642457,9.063489414937793 29.453003574757982,11.067754047132999 1.0888764428883007,11.137695744765644 4.1107483476537015,11.221243545116073 6.123959316220636,11.340790566082122 9.109057599440243,11.383049878267256 11.094806385260876,11.401979259952137 13.115542031157077,11.440703324012144 16.222372390127514,11.463750254011021 18.332343468517216,11.446465033218065 20.464251007997703,11.284187742807866 23.707192423408,11.15375256111363 25.913061711122612,11.067718209372924 29.36129776098303,13.090046939268207 1.131810399655681,13.197858722114528 4.202644460456682,13.335252643059206 6.234617332799326,13.492914565199836 9.172329003919675,13.52055135243115 11.108791730583247,13.512770572110998 13.118211852932854,13.479423393841232 16.218778319692877,13.406095932584034 18.28102657443606,13.282229871787406 20.352109708858354,13.066611050661212 23.557198726184257,12.998653773145964 25.846607838964164,13.065746222440207 29.369863186402643,16.13586599162109 1.166639217010315,16.189876311418274 4.313017501574024,16.22229314710716 6.3641037799192945,16.223972806476663 9.182453741006865,16.199756176968275 11.078889820874991,16.164097497625445 13.055952612267646,16.05748259917619 16.090781667668356,15.95793537854256 18.10271399473471,15.866645299395968 20.169143959604085,15.86317876123863 23.462954215208743,15.925998618257147 25.81747070312655,15.99551079952612 29.32341103088624,18.223585022645082 1.1196680084407744,18.21047987862374 4.249481891966266,18.12566995224237 6.295802573595045,17.999276830131343 9.125697751490787,17.961622411441894 11.040580420887983,17.939744812042598 13.0067037154157,17.862495797035127 16.006082016967547,17.82468434610217 18.02750817715683,17.83978711891563 20.14740390225334,17.97569836781591 23.525120324532235,18.05249568892803 25.779625427869657,18.010518940710604 29.08307343323042,20.405975801108053 0.9877415126197873,20.374253641676333 4.063772457366111,20.21861382635011 6.10864610815746,20.07684553513865 9.05556555507579,20.078176210514197 11.018782365314314,20.08756046191484 12.982200372335774,20.085259670180978 15.979282050226011,20.098984930072593 18.042746066403527,20.134080738983844 20.19296001918481,20.17313321690469 23.554474656107285,20.144474748992447 25.661442400808,20.04390204429732 28.73190784670198,23.628933038567318 0.6376692825050089,23.663831764052045 3.751360019829925,23.637782934151165 5.857860097351012,23.68354637578132 9.035428128535774,23.754553886747534 11.048845295100266,23.80830749505659 12.977242657362392,23.846222865163387 15.967341456896385,23.840795351925482 18.03933266039542,23.789807455672843 20.14816182269112,23.53994358095274 23.34425307665591,23.309102641649144 25.3229028072201,23.170898610414564 28.259852039423674,25.5286727393751 0.4394005728562089,25.611697557598752 3.6477603738109368,25.688586181979662 5.8229721808207255,25.845698118506775 9.052892628822915,25.927511359794984 11.064350556177674,26.007964862215584 13.014041170621837,26.135592051558913 15.993596358028269,26.15865403072491 18.025562594119485,26.092830139035243 20.0643393327982,25.78364185273927 23.097575786344674,25.515173272434897 25.081481965711944,25.32306831168403 28.078295266719646,28.487415193169674 0.34808346631736203,28.575039707922915 3.611126431913161,28.7549733999844 5.829985846215257,29.059710881680882 9.02466537949277,29.15547532984526 11.031587035793365,29.258873278880117 13.045557086820207,29.478875175443445 16.046499863206463,29.517673449823615 18.037224163002616,29.45575180812584 20.02025972336296,29.161800086343774 22.96169781046497,28.902625843654047 24.960606640083043,28.580363776775467 28.023694404806005
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3544315775787136e-06,2.503799811253244e-06,2.405427509890971e-06,2.2340090363435187e-06,2.0751349382468755e-06,1.872997875190788e-06,1.511675572334627e-06,1.257966578065884e-06,1.0164729966661688e-06,7.32542803588676e-07,6.785006715755806e-07,8.5401688778656e-07,9.67671107168588e-07,1.2220284354404966e-06,1.2115119632341704e-06,1.1382291452544901e-06,1.0468723075604346e-06,9.285866262423743e-07,7.237324002654034e-07,5.829479754973673e-07,4.482404863705862e-07,2.9650600700610115e-07,3.2162395239534197e-07,6.8363555422287e-07,1.0635021841528422e-06,1.5570217474336869e-06,1.5739442176782765e-06,1.4387275069161114e-06,1.2785484991689373e-06,1.0922778901019234e-06,8.043906831977764e-07,6.225560461498234e-07,4.5578756554711604e-07,2.7146527128857055e-07,3.013392501758787e-07,7.497320364627808e-07,2.8394031212713102e-06,4.400357756953445e-06,4.357608333936579e-06,3.597450617803379e-06,2.951719878351152e-06,2.340454913400306e-06,1.5735185786457645e-06,1.163846013619782e-06,8.233390262578147e-07,4.6292401110406923e-07,4.644772791219708e-07,1.0665246176769783e-06,5.992562629547728e-06,9.311321271055182e-06,8.975039256945716e-06,6.791687308882905e-06,5.199857149788749e-06,3.8561843249711825e-06,2.3884914443970314e-06,1.6996281063725813e-06,1.1705574921391506e-06,6.372689135460369e-07,6.111636182666871e-07,1.3426128345791804e-06,1.2140830820334468e-05,1.9365770192223748e-05,1.8326562771373787e-05,1.2825723921304748e-05,9.15388044920352e-06,6.299514886311618e-06,3.5278808702255615e-06,2.387212800143222e-06,1.586425414571349e-06,8.301845598374993e-07,7.692631468216464e-07,1.6455722726052306e-06,1.626542486942812e-05,4.552518988706021e-05,4.571768681560312e-05,3.0908640657332573e-05,2.055777141731656e-05,1.283302683461007e-05,6.112827382659013e-06,3.77270575040014e-06,2.342048583173255e-06,1.1423963549790222e-06,1.0141016567944028e-06,2.1174582183544777e-06,-4.976907732291339e-05,4.2261296127561655e-05,6.237935504455468e-05,4.9157076929131905e-05,3.284599018169014e-05,1.9726683033247126e-05,8.53512089009042e-06,4.937921025948637e-06,2.9133456862021152e-06,1.3514017881851712e-06,1.1714248698259291e-06,2.421693803326212e-06,-0.00042605789719004326,-0.00010351733596313953,2.6655200989751665e-05,6.664386787921936e-05,4.8038144270804806e-05,2.8491392109503574e-05,1.1413414048156804e-05,6.220223248792829e-06,3.4921192679982166e-06,1.5443757602431655e-06,1.3147958026816772e-06,2.704125170174749e-06,-0.005954244955172739,-0.0024635024983018956,-0.0003866829090976621,7.016435645108026e-05,6.872502087950031e-05,4.1790738508404046e-05,1.561408283798433e-05,7.972271915762323e-06,4.228537326462655e-06,1.7787072671783957e-06,1.4977903690985078e-06,3.082329921767829e-06,-0.016420533867934725,-0.00653718083017214,-0.0008527908134574024,4.455541292146543e-05,7.158918728903222e-05,4.610296212727142e-05,1.7194806179701634e-05,8.65409139652577e-06,4.53676366701258e-06,1.9000631258170554e-06,1.6015577094685e-06,3.2994792197089975e-06,-0.01969074042727404,-0.008210537166357263,-0.0013657854341328813,-2.6897695688549313e-05,5.200141651526696e-05,3.954433487083072e-05,1.5115832466415981e-05,7.591070930875814e-06,4.0150157284378914e-06,1.6859582944032096e-06,1.4193246442039695e-06,3.151948829619558e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.282113712693815e-07,6.997004979100416e-07,6.26674673326278e-07,5.34719612715654e-07,4.767924061014604e-07,4.180729655830363e-07,3.30096767514268e-07,2.740171633767065e-07,2.2232294364538228e-07,1.6203402279631535e-07,1.5089765468008394e-07,1.8948707139608274e-07,7.32464787492592e-07,5.949097053564573e-07,5.271617923380442e-07,4.500082298282137e-07,3.7668218149458156e-07,2.9397448139445047e-07,1.8449900275925542e-07,1.312666377951382e-07,9.263244761733083e-08,5.8571975956938045e-08,6.606147806536544e-08,1.4702859721608573e-07,1.7365563319884022e-06,1.3950726935551337e-06,1.2946287218163362e-06,1.1061322568801011e-06,8.836977693116703e-07,6.344019377526463e-07,3.251119290156093e-07,1.9230996314426663e-07,1.1011778405460016e-07,5.0999877420299466e-08,5.7778730681700623e-08,1.5681934764645455e-07,7.289087577860603e-06,5.919086264717751e-06,5.761833218097706e-06,4.940553776374495e-06,3.865356987711411e-06,2.6793766316252414e-06,1.2509448557991154e-06,6.659975555077112e-07,3.289328750139916e-07,1.10815609722457e-07,9.154627969802646e-08,2.1424961010035272e-07,1.6490299702024712e-05,1.250588930037475e-05,1.2377348566864046e-05,1.0810779858061019e-05,8.558113540732099e-06,5.981796720656428e-06,2.771035138307492e-06,1.4343250698207575e-06,6.717679618087619e-07,1.9466322928900093e-07,1.2967402237597717e-07,2.6126548372199107e-07,3.123517600651453e-05,1.7713996786735985e-05,1.7205195716446727e-05,1.660720606271453e-05,1.4536340379069658e-05,1.1047223817761306e-05,5.435916900673319e-06,2.8095896500873313e-06,1.2777742318478688e-06,3.319147429243114e-07,1.8200089302057657e-07,3.08013048571068e-07,3.857304172272091e-05,-6.514293836553383e-05,-8.334804219005217e-05,-3.998985268926445e-05,-2.3234349377128833e-06,1.427563904089296e-05,1.1535711218941285e-05,6.277089809723734e-06,2.8178472762716895e-06,6.616620827856321e-07,2.899159108553707e-07,3.6700967235463324e-07,-3.0071585526179253e-05,-0.00047333675939416667,-0.0006094826638492351,-0.0003210334845410488,-9.371230227698044e-05,4.29963646740949e-07,1.59750550645619e-05,9.28587101571497e-06,4.179502192396124e-06,9.410650657770548e-07,3.717730231690604e-07,3.9240208349749917e-07,-0.00021039021639349467,-0.003000948798809801,-0.004813989807177075,-0.0015480752274511012,-0.00029847590706853484,-3.225557558220687e-05,1.9488252721530803e-05,1.2222083975637793e-05,5.531475433424625e-06,1.207812011493211e-06,4.429908169334124e-07,4.0450128098883006e-07,-0.0004936027807993287,-0.009071139998683097,-0.015599430354195733,-0.004024560607073978,-0.0006048621413584968,-8.103961513918447e-05,2.1795479274367098e-05,1.4925524410105818e-05,6.8244719988389284e-06,1.4546067385118932e-06,5.022180032416957e-07,4.1065736009796217e-07,-0.00047954868159501507,-0.008729647230023396,-0.015052280294369004,-0.0038367530368019877,-0.0005876225101841608,-8.181818090124823e-05,2.180055535645721e-05,1.526573856934037e-05,7.071689163008481e-06,1.5306173904884333e-06,5.331726130982139e-07,4.2834409486084706e-07,-9.111202387962795e-05,-0.0016837741421632576,-0.00246169870327195,-0.000995110151015823,-0.00021447587259907256,2.0269336669848164e-06,3.228198639371517e-05,1.813759573727332e-05,7.903775908653209e-06,1.6724126790664195e-06,5.822443055088282e-07,4.2554715702323597e-07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
